step,train_kl,validation_ce,validation_ppl
0,,4.400535355359022,81.49448549821587
20,0.4143586754798889,3.9261576655344017,50.711751336981884
40,0.26179900765419006,3.8383861899990985,46.45045171633462
60,0.2246457189321518,3.79033030495992,44.27102079898543
80,0.18828804790973663,3.7710780693327624,43.4268567713478
100,0.18833677470684052,3.7520262004957208,42.6073255813775
